Movie,Director,Distribution,Star,Rating,Budget,BoxOffice,RunningTime,Genre,Year,Month,Tomatometer
TheBrothersBloom,RianJohnson,SummitEntertainment,RachelWeisz,PG13,35.293,6.5,114,Comedy,2009,May,0.67
TerminatorSalvation,McG,WarnerBros.Pictures,ChristianBale,PG13,352.931,436.9,115,SciFi,2009,May,0.33
NightattheMuseum:BattleoftheSmithsonian,ShawnLevy,20thCenturyFox,BenStiller,PG,264.698,486,104,Fantasy,2009,May,0.44
TheImaginariumofDoctorParnassus,TerryGilliam,SonyPicturesClassics,HeathLedger,PG13,52.94,75.8,123,Fantasy,2009,May,0.64
DanceFlick,DamienDanteWayans,ParamountPictures,ShoshanaBush,PG13,44.116,37.6,83,Musical,2009,May,0.18
TheGirlfriendExperience,StevenSoderbergh,MagnoliaPictures,SashaGrey,R,3,1.2,77,Drama,2009,May,0.66
Up,PeteDocter,WaltDisneyStudios,EdAsner,PG,308.815,864.8,96,Animated,2009,May,0.98
DragMetoHell,SamRaimi,UniversalPictures,AlisonLohman,PG13,52.94,106.8,99,Horror,2009,May,0.92
TheHangover,ToddPhillips,WarnerBros.Pictures,BradleyCooper,R,61.335,546.2,100,Comedy,2009,June,0.79
LandoftheLost,BradSilberling,UniversalPictures,WillFerrell,PG13,175.241,80.4,102,Adventure,2009,June,0.26
MyLifeinRuins,DonaldPetrie,FoxSearchlightPictures,NiaVardalos,PG13,29.791,23.9,95,Romance,2009,June,0.09
AwayWeGo,SamMendes,FocusFeatures,JohnKrasinski,R,29.791,17.4,98,Comedy,2009,June,0.68
TheTakingofPelham123,TonyScott,ColumbiaPictures,DenzelWashington,R,175.241,175.2,106,Thriller,2009,June,0.51
ImagineThat,KareyKirkpatrick,ParamountPictures,EddieMurphy,PG,96.383,26.9,107,Comedy,2009,June,0.4
Moon,DuncanJones,SonyPicturesClassics,SamRockwell,R,8.762,11.4,97,SciFi,2009,June,0.89
FoodInc.,RobertKenner,MagnoliaPictures,EricSchlosser,PG,1.752,5.4,94,Documentary,2009,June,0.95
TheProposal,AnneFletcher,WaltDisneyStudios,RyanReynolds,PG13,70.097,370.8,108,Romance,2009,June,0.44
YearOne,HaroldRamis,ColumbiaPictures,JackBlack,PG13,105.145,72.9,100,Adventure,2009,June,0.15
Transformers:RevengeoftheFallen,MichaelBay,ParamountPictures,ShiaLeBeouf,PG13,350.483,977,150,SciFi,2009,June,0.19
MySistersKeeper,NickCassavetes,NewLineCinema,CameronDiaz,PG13,52.572,111.8,109,Drama,2009,June,0.49
TheHurtLocker,KathrynBigelow,SummitEntertainment,JeremyRenner,R,26.286,57.5,131,War,2009,June,0.97
IceAge:DawnoftheDinosaurs,CarlosSaldanha,20thCenturyFox,RayRamano,PG,153.452,1007.1,94,Animated,2009,July,0.46
PublicEnemies,MichaelMann,UniversalPictures,JohnnyDepp,R,170.503,243.4,140,Crime,2009,July,0.68
Bruno,LarryCharles,UniversalPictures,SachaBaronCohen,R,71.611,157.8,82,Comedy,2009,July,0.67
ILoveYouBethCooper,ChrisColumbus,20thCenturyFox,HaydenPanettiere,PG13,30.69,18,102,Comedy,2009,July,0.14
HarryPotterandtheHalfBloodPrince,DavidYates,WarnerBros.Pictures,DanielRadcliffe,PG,426.256,1062.1,153,Fantasy,2009,July,0.84
GForce,HoytH.YeatmanJr.,WaltDisneyStudios,SamRockwell,PG,259.164,332.8,88,Comedy,2009,July,0.22
TheUglyTruth,RobertLuketic,ColumbiaPictures,GerardButler,R,64.791,233.4,96,Romance,2009,July,0.13
Orphan,JaumeColletSerra,WarnerBros.Pictures,VeraFarmiga,R,34.101,89.6,123,Horror,2009,July,0.56
Adam,MaxMayer,FoxSearchlightPictures,HughDancy,PG13,5.456,14.3,99,Romance,2009,July,0.65
FunnyPeople,JuddApatow,UniversalPictures,AdamSandler,R,127.877,81.4,146,Comedy,2009,July,0.68
AliensintheAttic,JohnSchultz,20thCenturyFox,CarterJenkins,PG,76.726,65.8,86,SciFi,2009,July,0.31
TheCollector,MarcusDunstan,FreestyleReleasing,JoshStewart,R,5.115,10.7,90,Horror,2009,July,0.3
G.I.Joe:TheRiseofCobra,StephenSommers,ParamountPictures,JosephGordonLevitt,PG13,298.603,344.1,118,SciFi,2009,August,0.35
Julie&Julia,NoraEphron,ColumbiaPictures,MerylStreep,PG13,68.252,147.3,123,Comedy,2009,August,0.76
500DaysofSummer,MarcWebb,FoxSearchlightPictures,JosephGordonLevitt,PG13,12.797,69,95,Romance,2009,August,0.85
APerfectGetaway,DavidTwohy,RoguePictures,TimothyOlyphant,R,23.888,26,97,Thriller,2009,August,0.61
District9,NeillBlomkamp,TriStarPictures,SharltoCopley,R,51.189,239.8,112,SciFi,2009,August,0.9
TheTimeTravelersWife,RobertSchwentke,NewLineCinema,EricBana,PG13,66.546,115.2,108,Romance,2009,August,0.38
TheGoods:LiveHardSellHard,NealBrennan,ParamountPictures,JeremyPiven,R,17.063,17.4,90,Comedy,2009,August,0.27
Bandslam,ToddGraff,SummitEntertainment,VanessaHudgens,PG,34.126,13.7,111,Musical,2009,August,0.81
InglouriousBasterds,QuentinTarantino,TheWeinsteinCompany,BradPitt,R,119.441,365.7,153,War,2009,August,0.88
PostGrad,VickyJenson,20thCenturyFox,AlexisBledel,PG13,25.595,7.3,88,Romance,2009,August,0.08
TheFinalDestination,DavidR.Ellis,NewLineCinema,BobbyCampo,R,68.252,211.8,82,Horror,2009,August,0.28
HalloweenII,RobZombie,TheWeinsteinCompany,MalcolmMcDowell,R,25.595,44.7,105,Horror,2009,August,0.19
TakingWoodstock,AngLee,FocusFeatures,DemetriMartin,R,51.189,11.4,120,Comedy,2009,August,0.48
Gamer,NeveldineTaylor,Lionsgate,GerardButler,R,85.713,48,94,SciFi,2009,September,0.27
AllAboutSteve,PhilTraill,20thCenturyFox,SandraBullock,PG13,25.714,45.8,99,Comedy,2009,September,0.07
Extract,MikeJudge,MiramaxFilms,JasonBateman,R,13.714,12.3,92,Comedy,2009,September,0.62
9,ShaneAcker,FocusFeatures,ElijahWood,PG13,51.428,55.3,79,Animated,2009,September,0.57
ICanDoBadAllbyMyself,TylerPerry,Lionsgate,TarajiP.Henson,PG13,32.571,59.1,113,Romance,2009,September,0.63
SororityRow,StewartHendler,SummitEntertainment,BrianaEvigan,R,21.428,31.1,101,Horror,2009,September,0.23
Whiteout,DominicSena,WarnerBros.Pictures,KateBeckinsale,R,59.999,20.4,101,Thriller,2009,September,0.07
CloudywithaChanceofMeatballs,PhilLordChristopherMiller,ColumbiaPictures,BillHader,PG,171.427,277.7,90,Animated,2009,September,0.87
TheInformant!,StevenSoderbergh,WarnerBros.Pictures,MattDamon,R,37.714,47.7,108,Comedy,2009,September,0.79
LoveHappens,BrandonCamp,UniversalPictures,AaronEckhart,PG13,30.857,41.3,109,Romance,2009,September,0.16
JennifersBody,KarynKusama,20thCenturyFox,MeganFox,R,27.428,36.1,102,Horror,2009,September,0.43
BrightStar,JaneCampion,Apparition,BenWhishaw,PG,14.571,16.5,119,Romance,2009,September,0.83
ParanormalActivity,OrenPeli,ParamountPictures,KatieFeatherston,R,0.026,221,86,Horror,2009,September,0.83
Surrogates,JonathanMostow,WaltDisneyStudios,BruceWillis,PG13,137.141,139.9,89,SciFi,2009,September,0.38
Fame,KevinTancharoen,MGMDistribution,CollinsPennie,PG,30.857,88.2,107,Musical,2009,September,0.24
Pandorum,ChristianAlvart,OvertureFilms,DennisQuaid,R,56.571,23.6,108,SciFi,2009,September,0.29
Zombieland,RubenFleischer,ColumbiaPictures,WoodyHarrelson,R,40.392,116.8,88,Comedy,2009,October,0.9
TheInventionofLying,RickyGervaisMatthewRobinson,WarnerBros.Pictures,RickyGervais,PG13,31.663,37.3,100,Romance,2009,October,0.57
ASeriousMan,JoelCoenEthanCoen,FocusFeatures,MichaelStuhlbarg,R,11.981,35.8,106,Comedy,2009,October,0.9
Capitalism:ALoveStory,MichaelMoore,TheWeinsteinCompany,MichaelMoore,R,34.231,19.9,127,Documentary,2009,October,0.75
WhipIt,DrewBarrymore,FoxSearchlightPictures,EllenPage,PG13,25.673,18.9,110,Sports,2009,October,0.84
CouplesRetreat,PeterBillingsley,UniversalPictures,VinceVaughn,PG13,102.692,196,113,Romance,2009,October,0.11
TheDamnedUnited,TomHooper,SonyPictures,MichaelSheen,R,17.115,4.7,97,Sports,2009,October,0.92
Bronson,NicolasWindingRefn,MagnetReleasing,TomHardy,R,0.394,2.6,92,Crime,2009,October,0.76
FreeStyle,WilliamDear,TheSamuelGoldwynCo.,CorbinBleu,PG,17.115,0.8,94,Comedy,2009,October,0.33
LawAbidingCitizen,F.GaryGray,OvertureFilms,JamieFoxx,R,90.711,144.6,118,Crime,2009,October,0.26
WheretheWildThingsAre,SpikeJonze,WarnerBros.Pictures,MaxRecords,PG,171.153,114.2,101,Fantasy,2009,October,0.72
TheStepfather,NelsonMcCormick,ScreenGems,PennBadgley,PG13,34.231,35.5,101,Horror,2009,October,0.11
Triangle,ChristopherSmith,IconFilmDistribution,MelissaGeorge,R,20.538,1.8,99,Horror,2009,October,0.8
SawVI,KevinGreutert,Lionsgate,TobinBell,R,18.827,77.8,90,Horror,2009,October,0.39
AstroBoy,DavidBowers,SummitEntertainment,NicolasCage,PG,111.25,47.5,94,Animated,2009,October,0.5
CirqueduFreak:TheVampiresAssistant,PaulWeitz,UniversalPictures,JohnC.Reilly,PG13,68.461,44.8,109,Fantasy,2009,October,0.37
Amelia,MiraNair,FoxSearchlightPictures,HilarySwank,PG,68.461,22.4,111,Biography,2009,October,0.21
TheBoondockSaintsII:AllSaintsDay,TroyDuffy,Apparition,SeanPatrickFlanery,R,13.692,12.1,117,Action,2009,October,0.23
GentlemenBroncos,JaredHess,FoxSearchlightPictures,MichaelAngarano,PG13,17.115,0.1,89,Comedy,2009,October,0.19
AChristmasCarol,RobertZemeckis,WaltDisneyStudios,JimCarrey,PG,342.073,370.9,95,Animated,2009,November,0.54
TheMenWhoStareatGoats,GrantHeslov,OvertureFilms,GeorgeClooney,R,41.049,78.7,94,War,2009,November,0.51
Precious,LeeDaniels,Lionsgate,MoNique,R,17.104,72.5,110,Drama,2009,November,0.91
TheFourthKind,OlatundeOsunsanmi,UniversalPictures,MillaJovovich,PG13,17.104,54.4,98,SciFi,2009,November,0.19
TheBox,RichardKelly,WarnerBros.Pictures,CameronDiaz,PG13,51.311,38,115,Horror,2009,November,0.45
2012,RolandEmmerich,ColumbiaPictures,JohnCusack,PG13,342.073,877.6,158,SciFi,2009,November,0.4
FantasticMr.Fox,WesAnderson,20thCenturyFox,GeorgeClooney,PG,68.415,53,88,Animated,2009,November,0.93
TheYoungVictoria,JeanMarcVallee,Apparition,EmilyBlunt,PG,59.863,36.4,105,Drama,2009,November,0.76
TheMessenger,OrenMoverman,OscilloscopeLaboratories,WoodyHarrelson,R,11.117,1.7,113,War,2009,November,0.89
TheTwilightSaga:NewMoon,ChrisWeitz,SummitEntertainment,KristenStewart,PG13,85.518,809.2,130,Romance,2009,November,0.28
TheBlindSide,JohnLeeHancock,WarnerBros.Pictures,SandraBullock,PG13,49.601,352.6,126,Sports,2009,November,0.67
Planet51,JorgeBlanco,TriStarPictures,DwayneJohnson,PG,119.726,120.4,91,Animated,2009,November,0.21
BrokenEmbraces,PedroAlmodovar,UniversalPictures,PenelopeCruz,R,30.787,35.3,128,Romance,2009,November,0.81
OldDogs,WaltBecker,WaltDisneyStudios,JohnTravolta,PG,59.863,110.4,88,Comedy,2009,November,0.05
NinjaAssassin,JamesMcTeigue,WarnerBros.Pictures,Rain,R,68.415,70.2,98,Thriller,2009,November,0.25
TheRoad,JohnHillcoat,DimensionFilms,ViggoMortensen,R,42.759,31.5,111,Drama,2009,November,0.74
MeandOrsonWelles,RichardLinklater,FreestyleReleasing,ZacEfron,PG13,42.759,2.7,113,Drama,2009,November,0.86
Brothers,JimSheridan,Lionsgate,TobeyMaguire,R,44.522,49.4,105,War,2009,December,0.64
Armored,NimrodAntal,ScreenGems,MattDillon,PG13,34.248,26.2,88,Crime,2009,December,0.4
EverybodysFine,KirkJones,MiramaxFilms,RobertDeNiro,PG13,35.96,18.2,99,Drama,2009,December,0.46
ThePrincessandtheFrog,RonClementsJohnMusker,WaltDisneyStudios,AnikaNoniRose,G,179.8,304.8,97,Animated,2009,December,0.85
Invictus,ClintEastwood,WarnerBros.Pictures,MorganFreeman,PG13,102.743,139.5,133,Sports,2009,December,0.76
TheLovelyBones,PeterJackson,DreamWorksPictures,MarkWahlberg,PG13,111.304,106.9,135,Drama,2009,December,0.31
ASingleMan,TomFord,TheWeinsteinCompany,ColinFirth,R,11.987,28.5,100,Drama,2009,December,0.85
CrazyHeart,ScottCooper,FoxSearchlightPictures,JeffBridges,R,11.987,54.1,112,Drama,2009,December,0.91
Avatar,JamesCameron,20thCenturyFox,SamWorthington,PG13,405.833,3182.7,161,SciFi,2009,December,0.83
DidYouHearAbouttheMorgans?,MarcLawrence,ColumbiaPictures,HughGrant,PG13,99.318,97.4,103,Romance,2009,December,0.12
Nine,RobMarshall,TheWeinsteinCompany,DanielDayLewis,PG13,136.99,61.5,118,Musical,2009,December,0.38
AmericanPiePresents:TheBookofLove,JohnPutch,UniversalPictures,BugHall,R,11.987,5.7,94,Comedy,2009,December,999
AlvinandtheChipmunks:TheSqueakquel,BettyThomas,20thCenturyFox,ZacharyLevi,PG,119.866,505.8,88,Comedy,2009,December,0.2
TheLastStation,MichaelHoffman,SonyPicturesClassics,HelenMirren,R,30.823,15.5,112,Biography,2009,December,0.7
SherlockHolmes,GuyRitchie,WarnerBros.Pictures,RobertDowneyJr.,PG13,154.114,598.2,129,Mystery,2009,December,0.71
ItsComplicated,NancyMeyers,UniversalPictures,MerylStreep,R,145.552,250.1,120,Romance,2009,December,0.57
TheWhiteRibbon,MichaelHaneke,Filmladen,ChristianFriedel,R,30.823,22,144,Drama,2009,December,0.85
Daybreakers,TheSpierigBrothers,Lionsgate,EthanHawke,R,34.317,58.8,98,SciFi,2010,January,0.67
LeapYear,AnandTucker,UniversalPictures,AmyAdams,PG,32.601,37.3,100,Romance,2010,January,0.22
YouthinRevolt,MiguelArteta,TheWeinsteinCompany,MichaelCera,R,30.885,22.5,89,Romance,2010,January,0.66
TheBookofEli,TheHughesBrothers,WarnerBros.Pictures,DenzelWashington,R,137.267,179.7,117,Western,2010,January,0.47
TheSpyNextDoor,BrianLevant,Lionsgate,JackieChan,PG,48.044,166.1,190,Comedy,2010,January,0.12
FishTank,AndreaArnold,CurzonArtificialEye,KatieJarvis,NR,5.148,6.7,123,Drama,2010,January,0.91
ToothFairy,MichaelLembeck,20thCenturyFox,DwayneJohnson,PG,82.36,128.7,101,Fantasy,2010,January,0.18
Legion,ScottStewart,ScreenGems,PaulBettany,R,44.612,77.7,100,Action,2010,January,0.19
ExtraordinaryMeasures,TomVaughan,CBSFilms,BrendanFraser,PG,53.191,17.2,106,Drama,2010,January,0.28
ToSaveaLife,BrianBaugh,SamuelGoldwynFilms,RandyWayne,PG13,0.858,4.3,120,Drama,2010,January,0.36
EdgeofDarkness,MartinCampbell,WarnerBros.Pictures,MelGibson,R,137.267,92.8,108,Thriller,2010,January,0.56
WheninRome,MarkStevenJohnson,WaltDisneyStudios,KristenBell,PG13,48.044,49.2,91,Romance,2010,January,0.16
PreachersKid,StanFoster,WarnerBros.Pictures,LeToyaLuckett,PG13,5.148,0.6,110,Drama,2010,January,0.5
SaintJohnofLasVegas,HueRhodes,IndieVestPictures,SteveBuscemi,R,3.432,0.1,85,Comedy,2010,January,0.23
DearJohn,LasseHallstrom,ScreenGems,ChanningTatum,PG13,43.08,132,107,Romance,2010,February,0.29
FromPariswithLove,PierreMorel,Lionsgate,JohnTravolta,R,89.606,60.7,92,Action,2010,February,0.37
PercyJackson&theOlympians:TheLightningThief,ChrisColumbus,20thCenturyFox,LoganLerman,PG,163.703,260.8,119,Fantasy,2010,February,0.49
ValentinesDay,GarryMarshall,WarnerBros.Pictures,JessicaAlba,PG13,89.606,248.7,124,Romance,2010,February,0.18
TheWolfman,JoeJohnston,UniversalPictures,BeniciodelToro,R,258.479,160.6,102,Horror,2010,February,0.35
ShutterIsland,MartinScorsese,ParamountPictures,LeonardoDiCaprio,R,137.855,338.7,138,Thriller,2010,February,0.68
CopOut,KevinSmith,WarnerBros.Pictures,BruceWillis,R,51.696,63.9,107,Action,2010,February,0.19
TheCrazies,BreckEisner,OvertureFilms,TimothyOlyphant,R,34.464,63,101,SciFi,2010,February,0.71
AProphet,JacquesAudiard,UGCDistribution,TaharRahim,R,22.402,20.6,155,Drama,2010,February,0.97
TheYellowHandkerchief,UdayanPrasad,SamuelGoldwynFilms,WilliamHurt,PG13,26.709,0.4,102,Drama,2010,February,0.67
AliceinWonderland,TimBurton,WaltDisneyStudios,JohnnyDepp,PG,344.005,1175.4,109,Fantasy,2010,March,0.52
BrooklynsFinest,AntoineFuqua,OvertureFilms,RichardGere,R,29.24,41.7,132,Crime,2010,March,0.43
GreenZone,PaulGreengrass,UniversalPictures,MattDamon,R,172.003,108.8,115,War,2010,March,0.54
RememberMe,AllenCoulter,SummitEntertainment,RobertPattinson,PG13,27.52,64.3,108,Romance,2010,March,0.27
ShesOutofMyLeague,JimFieldSmith,ParamountPictures,JayBaruchel,R,34.401,57.1,104,Romance,2010,March,0.58
TheBountyHunter,AndyTennant,SonyPicturesReleasing,JenniferAniston,PG13,77.401,156.3,106,Action,2010,March,0.13
DiaryofaWimpyKid,ThorFreudenthal,20thCenturyFox,ZacharyGordon,PG,25.8,86.8,92,Comedy,2010,March,0.53
TheGhostWriter,RomanPolanski,SummitEntertainment,EwanMcGregor,PG13,77.401,69,128,Thriller,2010,March,0.83
RepoMen,MiguelSapochnik,UniversalPictures,JudeLaw,R,55.041,21.1,111,SciFi,2010,March,0.22
Greenberg,NoahBaumbach,FocusFeatures,BenStiller,R,43.001,8.5,107,Comedy,2010,March,0.75
TheRunaways,FloriaSigismondi,Apparition,DakotaFanning,R,17.2,5.4,106,Drama,2010,March,0.69
HowtoTrainYourDragon,ChrisSandersDeanDeBlois,ParamountPictures,JayBaruchel,PG,283.804,568.5,98,Animated,2010,March,0.98
HotTubTimeMachine,StevePink,20thCenturyFox,JohnCusack,R,61.921,74.1,99,Comedy,2010,March,0.64
Chloe,AtomEgoyan,SonyPicturesClassics,JulianneMoore,R,24.08,13.4,96,Thriller,2010,March,0.51
TheLastSong,JulieAnneRobinson,WaltDisneyStudios,MileyCyrus,PG,34.401,102.1,107,Romance,2010,March,0.2
ClashoftheTitans,LouisLeterrier,WarnerBros.Pictures,SamWorthington,PG13,215.484,566.8,106,Fantasy,2010,April,0.28
WhyDidIGetMarriedToo?,TylerPerry,Lionsgate,JanetJackson,PG13,34.477,69.1,121,Comedy,2010,April,0.27
DateNight,ShawnLevy,20thCenturyFox,SteveCarell,PG13,94.813,175,88,Comedy,2010,April,0.67
LetterstoGod,DavidNixon,VivendiEntertainment,RobynLively,PG,5.172,3.3,110,Drama,2010,April,0.25
KickAss,MatthewVaughn,Lionsgate,AaronTaylorJohnson,R,51.716,110.6,117,Superhero,2010,April,0.75
DeathataFuneral,NeilLaBute,ScreenGems,ChrisRock,R,36.201,56.4,92,Comedy,2010,April,0.42
TheJoneses,DerrickBorte,RoadsideAttractions,DemiMoore,R,17.239,8.1,96,Comedy,2010,April,0.63
Oceans,JacquesPerrin,WaltDisneyStudios,PierceBrosnan,G,137.91,95,84,Documentary,2010,April,0.81
TheBackUpPlan,AlanPoul,CBSFilms,JenniferLopez,PG13,60.335,89.1,104,Romance,2010,April,0.18
TheLosers,SylvainWhite,WarnerBros.Pictures,ColumbusShort,PG13,43.097,34.4,93,Action,2010,April,0.48
ANightmareonElmStreet,SamuelBayer,NewLineCinema,JackieEarleHaley,R,60.335,132.9,95,Slasher,2010,April,0.15
FurryVengeance,RogerKumble,SummitEntertainment,BrendanFraser,PG,60.335,41.6,92,Family,2010,April,0.08
HarryBrown,DanielBarber,Lionsgate,MichaelCaine,R,12.584,11.8,103,Action,2010,April,0.64
IronMan2,JonFavreau,ParamountPictures,RobertDowneyJr.,PG13,345.94,719.4,125,Superhero,2010,May,0.73
MotherandChild,RodrigoGarcia,SonyPicturesClassics,NaomiWatts,R,12.108,4.6,125,Drama,2010,May,0.79
RobinHood,RidleyScott,UniversalPictures,RussellCrowe,PG13,345.94,371,140,Epic,2010,May,0.43
LetterstoJuliet,GaryWinick,SummitEntertainment,AmandaSeyfried,PG,51.891,92.3,105,Romance,2010,May,0.41
JustWright,SanaaHamri,FoxSearchlightPictures,QueenLatifah,PG,20.756,24.9,100,Romance,2010,May,0.44
ShrekForeverAfter,MikeMitchell,ParamountPictures,MikeMyers,PG,285.4,867.8,93,Animated,2010,May,0.58
MacGruber,JormaTaccone,UniversalPictures,WillForte,R,17.297,10.7,99,Action,2010,May,0.47
SexandtheCity2,MichaelPatrickKing,NewLineCinema,SarahJessicaParker,R,164.321,339.7,146,Romance,2010,May,0.16
PrinceofPersia:TheSandsofTime,MikeNewell,WaltDisneyStudios,JakeGyllenhaal,PG13,345.94,387.9,116,Action,2010,May,0.36
Micmacs,JeanPierreJeunet,SonyPicturesClassics,DanyBoon,R,72.647,18.8,105,Comedy,2010,May,0.74
SurvivialoftheDead,GeorgeA.Romero,MagnetReleasing,AlanvanSprang,R,6.919,0.4,90,Horror,2010,May,0.3
Killers,RobertLuketic,Lionsgate,AshtonKutcher,PG13,130.061,113.3,100,Action,2010,June,0.1
GetHimtotheGreek,NicholasStoller,UniversalPictures,JonahHill,R,69.366,105.6,109,Comedy,2010,June,0.72
Marmaduke,TomDey,20thCenturyFox,OwenWilson,PG,86.707,96.9,88,Family,2010,June,0.09
Splice,VincenzoNatali,WarnerBros.Pictures,AdrienBrody,R,52.024,31.1,104,SciFi,2010,June,0.74
Ondine,NeilJordan,MagnoliaPictures,ColinFarrell,PG13,20.81,1.9,111,Romance,2010,June,0.7
TheKarateKid,HaraldZwart,SonyPicturesReleasing,JadenSmith,PG,69.366,415,140,Action,2010,June,0.65
TheATeam,JoeCarnahan,20thCenturyFox,LiamNeeson,PG13,190.756,204.9,119,Action,2010,June,0.48
WintersBone,DebraGranik,RoadsideAttractions,JenniferLawrence,R,3.468,18.6,100,Drama,2010,June,0.94
ToyStory3,LeeUnkrich,WaltDisneyStudios,TomHanks,G,346.83,1233.6,103,Animated,2010,June,0.99
JonahHex,JimmyHayward,WarnerBros.Pictures,JoshBrolin,PG13,81.505,12.6,81,Western,2010,June,0.12
Cyrus,JayDuplassMarkDuplass,FoxSearchlightPictures,JohnC.Reilly,R,12.139,11.4,91,Comedy,2010,June,0.81
TheKillerInsideMe,MichaelWinterbottom,IFCFilms,CaseyAffleck,R,22.544,4.6,109,Crime,2010,June,0.55
KnightandDay,JamesMangold,20thCenturyFox,TomCruise,PG13,202.895,302.8,110,Action,2010,June,0.52
GrownUps,DennisDugan,ColumbiaPictures,AdamSandler,PG13,138.732,313.8,102,Comedy,2010,June,0.1
TheTwilightSaga:Eclipse,DavidSlade,SummitEntertainment,KristenStewart,PG13,117.922,807.5,123,Romance,2010,June,0.49
TheLastAirbender,M.NightShyamalan,ParamountPictures,NoahRinger,PG,252.633,359,103,Action,2010,July,0.06
DespicableMe,PierreCoffinChrisRenaud,UniversalPictures,SteveCarell,PG,116.211,613.2,95,Animated,2010,July,0.81
Predators,NimrodAntal,20thCenturyFox,AdrienBrody,R,67.369,142.8,107,SciFi,2010,July,0.64
TheSorcerersApprentice,JonTurteltaub,WaltDisneyStudios,NicolasCage,PG,252.633,241.7,109,Action,2010,July,0.4
Inception,ChristopherNolan,WarnerBros.Pictures,LeonardoDiCaprio,PG13,269.476,926.9,148,SciFi,2010,July,0.86
StandingOvation,StewartRaffill,RockyMountainPictures,KaylaJackson,PG,9.432,0.6,106,Musical,2010,July,0.06
Salt,PhillipNoyce,ColumbiaPictures,AngelinaJolie,PG13,185.264,329.5,104,Action,2010,July,0.62
RamonaandBeezus,ElizabethAllen,20thCenturyFox,SelenaGomez,G,25.263,30.6,103,Family,2010,July,0.7
Cats&Dogs:TheRevengeofKittyGalore,BradPeyton,WarnerBros.Pictures,JamesMarsden,PG,143.159,126.3,82,Family,2010,July,0.13
DinnerforSchmucks,JayRoach,ParamountPictures,SteveCarell,PG13,116.211,97,114,Comedy,2010,July,0.42
CharlieSt.Cloud,BurrSteers,UniversalPictures,ZacEfron,PG13,74.106,54.1,99,Drama,2010,July,0.27
TheExtraMan,ShariSpringerBermanRobertPulcini,MagnoliaPictures,KevinKline,R,11.79,0.5,108,Comedy,2010,July,0.43
TheOtherGuys,AdamMcKay,ColumbiaPictures,WillFerrell,PG13,168.694,191.6,107,Action,2010,August,0.78
StepUp3,JonM.Chu,WaltDisneyStudios,RickMalambri,PG13,50.608,179.2,107,Dance,2010,August,0.46
Twelve,JoelSchumacher,HannoverHouse,ChaceCrawford,R,8.435,2.9,94,Drama,2010,August,0.03
Flipped,RobReiner,WarnerBros.Pictures,MadelineCarroll,PG,23.617,2,90,Romance,2010,August,0.55
MiddleMen,GeorgeGallo,ParamountPictures,LukeWilson,R,33.739,0.8,105,Drama,2010,August,0.39
TheExpendables,SylvesterStallone,Lionsgate,SylvesterStallone,R,134.955,308.7,103,Action,2010,August,0.42
EatPrayLove,RyanMurphy,ColumbiaPictures,JuliaRoberts,PG13,101.216,230.1,140,Romance,2010,August,0.36
ScottPilgrimvs.theWorld,EdgarWright,UniversalPictures,MichaelCera,PG13,151.824,53.6,112,Comedy,2010,August,0.82
AnimalKingdom,DavidMichod,MadmanEntertainment,BenMendelsohn,R,8.435,7.6,113,Crime,2010,August,0.95
VampiresSuck,JasonFriedbergAaronSeltzer,20thCenturyFox,JennProske,PG13,33.739,91.5,82,Horror,2010,August,0.04
NannyMcPheeandtheBigBang,SusannaWhite,UniversalPictures,EmmaThompson,PG,59.043,104.9,109,Fantasy,2010,August,0.75
